Date,Total Stakes,Total Paid,Profit
 Πέμπτη 2 Ιανουαρίου 2020,"3,433,525.00€","365,163.68€","3,068,361.32€"
 Κυριακή 29 Δεκέμβρη 2019,"17,396,737.00€","10,694,730.97€","6,702,006.03€"
 Πέμπτη 26 Δεκέμβρη 2019,"11,712,325.00€","1,507,423.46€","10,204,901.54€"
 Κυριακή 22 Δεκέμβρη 2019,"9,364,712.00€","1,034,903.82€","8,329,808.18€"
 Πέμπτη 19 Δεκέμβρη 2019,"7,587,936.00€","856,881.26€","6,731,054.74€"
 Κυριακή 15 Δεκέμβρη 2019,"6,051,148.00€","741,677.94€","5,309,470.06€"
 Κυριακή 8 Δεκέμβρη 2019,"4,654,082.00€","398,374.58€","4,255,707.42€"
 Κυριακή 1 Δεκέμβρη 2019,"3,384,245.00€","316,662.71€","3,067,582.29€"
 Πέμπτη 28 Νοεμβρίου 2019,"3,631,907.00€","316,662.71€","3,315,244.29€"
 Κυριακή 24 Νοεμβρίου 2019,"6,788,463.00€","5,490,904.59€","1,297,558.41€"
 Πέμπτη 21 Νοεμβρίου 2019,"6,222,440.00€","682,335.53€","5,540,104.47€"
 Κυριακή 17 Νοεμβρίου 2019,"5,002,834.00€","679,316.72€","4,323,517.28€"
 Πέμπτη 14 Νοεμβρίου 2019,"4,872,389.00€","535,622.00€","4,336,767.00€"
 Κυριακή 10 Νοεμβρίου 2019,"3,893,221.00€","407,510.78€","3,485,710.22€"
 Πέμπτη 7 Νοεμβρίου 2019,"3,685,572.00€","103,492.00€","3,582,080.00€"
 Κυριακή 3 Νοεμβρίου 2019,"3,147,185.00€","225,025.50€","2,922,159.50€"
 Πέμπτη 31 Οκτωβρίου 2019,"4,917,507.00€","2,388,272.01€","2,529,234.99€"
 Κυριακή 27 Οκτωβρίου 2019,"3,806,015.00€","282,610.50€","3,523,404.50€"
 Πέμπτη 24 Οκτωβρίου 2019,"3,519,384.00€","368,723.68€","3,150,660.32€"
 Κυριακή 20 Οκτωβρίου 2019,"3,093,474.00€","266,494.88€","2,826,979.12€"
 Πέμπτη 17 Οκτωβρίου 2019,"4,708,999.00€","2,605,555.04€","2,103,443.96€"
 Κυριακή 13 Οκτωβρίου 2019,"3,956,000.00€","434,978.00€","3,521,022.00€"
 Πέμπτη 10 Οκτωβρίου 2019,"3,733,506.00€","557,611.86€","3,175,894.14€"
 Κυριακή 6 Οκτωβρίου 2019,"3,211,859.00€","261,492.29€","2,950,366.71€"
 Πέμπτη 3 Οκτωβρίου 2019,"3,908,320.00€","114,617.33€","3,793,702.67€"
 Κυριακή 29 Σεπτεμβρίου 2019,"3,287,102.00€","613,849.10€","2,673,252.90€"
 Πέμπτη 26 Σεπτεμβρίου 2019,"3,922,269.00€","150,510.54€","3,771,758.46€"
 Κυριακή 22 Σεπτεμβρίου 2019,"3,271,197.00€","270,052.36€","3,001,144.64€"
 Πέμπτη 19 Σεπτεμβρίου 2019,"10,701,133.00€","321,697.08€","10,379,435.92€"
 Κυριακή 15 Σεπτεμβρίου 2019,"8,218,143.00€","675,076.74€","7,543,066.26€"
 Πέμπτη 12 Σεπτεμβρίου 2019,"7,499,016.00€","730,632.58€","6,768,383.42€"
 Κυριακή 8 Σεπτεμβρίου 2019,"6,467,833.00€","584,018.08€","5,883,814.92€"
 Πέμπτη 5 Σεπτεμβρίου 2019,"5,883,437.00€","805,094.12€","5,078,342.88€"
 Κυριακή 1 Σεπτεμβρίου 2019,"5,076,426.00€","591,923.94€","4,484,502.06€"
 Πέμπτη 29 Αυγούστου 2019,"4,766,337.00€","693,447.14€","4,072,889.86€"
 Κυριακή 25 Αυγούστου 2019,"4,003,294.00€","308,890.73€","3,694,403.27€"
 Πέμπτη 22 Αυγούστου 2019,"3,290,485.00€","151,388.00€","3,139,097.00€"
 Κυριακή 18 Αυγούστου 2019,"3,057,874.00€","2,418,812.96€","639,061.04€"
 Τετάρτη 14 Αυγούστου 2019,"9,703,097.00€","392,885.88€","9,310,211.12€"
 Κυριακή 11 Αυγούστου 2019,"7,110,897.00€","880,040.78€","6,230,856.22€"
 Πέμπτη 8 Αυγούστου 2019,"6,455,215.00€","516,859.42€","5,938,355.58€"
 Κυριακή 4 Αυγούστου 2019,"6,154,575.00€","1,221,512.44€","4,933,062.56€"
 Πέμπτη 1 Αυγούστου 2019,"5,738,532.00€","686,632.24€","5,051,899.76€"
 Κυριακή 28 Ιουλίου 2019,"4,959,231.00€","474,731.14€","4,484,499.86€"
 Πέμπτη 25 Ιουλίου 2019,"4,354,111.00€","352,879.14€","4,001,231.86€"
 Πέμπτη 18 Ιουλίου 2019,"3,211,056.00€","420,040.68€","2,791,015.32€"
 Κυριακή 14 Ιουλίου 2019,"3,005,732.00€","455,182.84€","2,550,549.16€"
 Πέμπτη 11 Ιουλίου 2019,"8,321,630.00€","9,386,350.52€","-1,064,720.52€"
 Κυριακή 7 Ιουλίου 2019,"6,572,913.00€","171,677.00€","6,401,236.00€"
 Πέμπτη 4 Ιουλίου 2019,"5,983,799.00€","471,833.50€","5,511,965.50€"
 Κυριακή 30 Ιουνίου 2019,"5,101,464.00€","437,248.16€","4,664,215.84€"
 Πέμπτη 27 Ιουνίου 2019,"4,722,004.00€","415,731.08€","4,306,272.92€"
 Πέμπτη 20 Ιουνίου 2019,"3,673,000.00€","374,203.24€","3,298,796.76€"
 Κυριακή 16 Ιουνίου 2019,"3,283,501.00€","294,393.39€","2,989,107.61€"
 Πέμπτη 13 Ιουνίου 2019,"2,988,473.00€","70,513.00€","2,917,960.00€"
 Κυριακή 9 Ιουνίου 2019,"2,879,498.00€","224,851.00€","2,654,647.00€"
 Πέμπτη 6 Ιουνίου 2019,"3,688,942.00€","1,734,580.41€","1,954,361.59€"
 Κυριακή 2 Ιουνίου 2019,"3,232,853.00€","346,199.18€","2,886,653.82€"
 Κυριακή 26 Μαΐου 2019,"4,096,723.00€","2,220,332.62€","1,876,390.38€"
 Πέμπτη 23 Μαΐου 2019,"3,736,806.00€","730,013.98€","3,006,792.02€"
 Κυριακή 19 Μαΐου 2019,"3,246,481.00€","365,101.00€","2,881,380.00€"
 Πέμπτη 16 Μαΐου 2019,"9,400,325.00€","7,704,608.22€","1,695,716.78€"
 Πέμπτη 9 Μαΐου 2019,"8,163,940.00€","825,777.54€","7,338,162.46€"
 Κυριακή 5 Μαΐου 2019,"6,273,897.00€","968,132.14€","5,305,764.86€"
 Πέμπτη 2 Μαΐου 2019,"5,702,692.00€","505,858.77€","5,196,833.23€"
 Σάββατο 27 Απρίλη 2019,"4,566,462.00€","991,358.38€","3,575,103.62€"
 Τετάρτη 24 Απρίλη 2019,"3,609,602.00€","390,836.38€","3,218,765.62€"
 Κυριακή 21 Απρίλη 2019,"3,211,832.00€","323,252.12€","2,888,579.88€"
 Πέμπτη 18 Απρίλη 2019,"4,192,792.00€","635,624.98€","3,557,167.02€"
 Κυριακή 14 Απρίλη 2019,"3,572,448.00€","261,670.11€","3,310,777.89€"
 Πέμπτη 11 Απρίλη 2019,"3,582,672.00€","400,967.94€","3,181,704.06€"
 Κυριακή 7 Απρίλη 2019,"3,134,744.00€","352,318.93€","2,782,425.07€"
 Κυριακή 31 Μαρτίου 2019,"5,468,171.00€","663,055.00€","4,805,116.00€"
 Πέμπτη 28 Μαρτίου 2019,"5,628,208.00€","406,258.96€","5,221,949.04€"
 Κυριακή 24 Μαρτίου 2019,"4,331,336.00€","432,550.37€","3,898,785.63€"
 Πέμπτη 21 Μαρτίου 2019,"4,165,380.00€","743,116.57€","3,422,263.43€"
 Κυριακή 17 Μαρτίου 2019,"3,551,069.00€","80,353.00€","3,470,716.00€"
 Πέμπτη 14 Μαρτίου 2019,"3,456,388.00€","304,706.50€","3,151,681.50€"
 Κυριακή 10 Μαρτίου 2019,"2,799,483.00€","621,880.00€","2,177,603.00€"
 Πέμπτη 7 Μαρτίου 2019,"7,264,353.00€","269,110.04€","6,995,242.96€"
 Πέμπτη 28 Φεβρουάριου 2019,"5,808,559.00€","463,183.25€","5,345,375.75€"
 Κυριακή 24 Φεβρουάριου 2019,"4,666,921.00€","117,110.00€","4,549,811.00€"
 Πέμπτη 21 Φεβρουάριου 2019,"4,514,272.00€","323,485.50€","4,190,786.50€"
 Κυριακή 17 Φεβρουάριου 2019,"3,954,079.00€","590,488.37€","3,363,590.63€"
 Πέμπτη 14 Φεβρουάριου 2019,"3,967,292.00€","336,862.00€","3,630,430.00€"
 Κυριακή 10 Φεβρουάριου 2019,"3,153,592.00€","90,287.50€","3,063,304.50€"
 Πέμπτη 7 Φεβρουάριου 2019,"3,512,359.00€","365,468.00€","3,146,891.00€"
 Κυριακή 3 Φεβρουάριου 2019,"5,828,348.00€","8,834,107.05€","-3,005,759.05€"
 Πέμπτη 31 Ιανουαρίου 2019,"5,660,665.00€","1,109,895.78€","4,550,769.22€"
 Κυριακή 27 Ιανουαρίου 2019,"4,664,393.00€","416,013.60€","4,248,379.40€"
 Πέμπτη 24 Ιανουαρίου 2019,"4,711,502.00€","748,874.14€","3,962,627.86€"
 Κυριακή 20 Ιανουαρίου 2019,"3,751,060.00€","453,618.95€","3,297,441.05€"
 Πέμπτη 17 Ιανουαρίου 2019,"3,705,120.00€","78,718.00€","3,626,402.00€"
 Κυριακή 13 Ιανουαρίου 2019,"3,025,137.00€","300,485.50€","2,724,651.50€"
 Πέμπτη 10 Ιανουαρίου 2019,"3,224,763.00€","343,255.68€","2,881,507.32€"
 Κυριακή 6 Ιανουαρίου 2019,"3,458,400.00€","1,686,945.59€","1,771,454.41€"
 Πέμπτη 3 Ιανουαρίου 2019,"3,144,356.00€","195,178.50€","2,949,177.50€"
 Κυριακή 30 Δεκέμβρη 2018,"3,075,634.00€","488,799.46€","2,586,834.54€"
 Πέμπτη 27 Δεκέμβρη 2018,"3,397,639.00€","527,065.50€","2,870,573.50€"
 Κυριακή 23 Δεκέμβρη 2018,"3,397,639.00€","444,888.00€","2,952,751.00€"
 Πέμπτη 20 Δεκέμβρη 2018,"3,578,826.00€","7,156,126.48€","-3,577,300.48€"
 Κυριακή 16 Δεκέμβρη 2018,"3,312,526.00€","356,780.14€","2,955,745.86€"
 Πέμπτη 13 Δεκέμβρη 2018,"3,506,111.00€","346,473.64€","3,159,637.36€"
 Κυριακή 9 Δεκέμβρη 2018,"4,769,852.00€","53,261.50€","4,716,590.50€"
 Πέμπτη 6 Δεκέμβρη 2018,"4,827,657.00€","335,989.00€","4,491,668.00€"
 Κυριακή 2 Δεκέμβρη 2018,"4,145,383.00€","270,431.00€","3,874,952.00€"
 Κυριακή 25 Νοεμβρίου 2018,"3,519,938.00€","436,112.32€","3,083,825.68€"
 Πέμπτη 22 Νοεμβρίου 2018,"3,376,125.00€","294,482.27€","3,081,642.73€"
 Κυριακή 18 Νοεμβρίου 2018,"3,095,936.00€","247,305.58€","2,848,630.42€"
 Πέμπτη 15 Νοεμβρίου 2018,"5,046,346.00€","3,427,737.90€","1,618,608.10€"
 Κυριακή 11 Νοεμβρίου 2018,"4,432,402.00€","1,057,454.45€","3,374,947.55€"
 Πέμπτη 8 Νοεμβρίου 2018,"4,477,008.00€","182,152.50€","4,294,855.50€"
 Κυριακή 4 Νοεμβρίου 2018,"3,768,521.00€","266,018.00€","3,502,503.00€"
 Πέμπτη 1 Νοεμβρίου 2018,"3,621,599.00€","271,855.50€","3,349,743.50€"
 Δευτέρα 29 Οκτωβρίου 2018,"3,101,201.00€","319,057.00€","2,782,144.00€"
 Πέμπτη 25 Οκτωβρίου 2018,"14,214,718.00€","922,308.95€","13,292,409.05€"
 Κυριακή 21 Οκτωβρίου 2018,"10,566,481.00€","1,501,495.26€","9,064,985.74€"
 Πέμπτη 18 Οκτωβρίου 2018,"9,454,087.00€","1,027,075.65€","8,427,011.35€"
 Κυριακή 14 Οκτωβρίου 2018,"7,894,893.00€","645,034.54€","7,249,858.46€"
 Πέμπτη 11 Οκτωβρίου 2018,"7,586,554.00€","814,684.67€","6,771,869.33€"
 Κυριακή 7 Οκτωβρίου 2018,"6,050,470.00€","723,811.40€","5,326,658.60€"
 Πέμπτη 4 Οκτωβρίου 2018,"5,875,260.00€","921,985.76€","4,953,274.24€"
 Κυριακή 30 Σεπτεμβρίου 2018,"5,052,489.00€","536,225.39€","4,516,263.61€"
 Πέμπτη 27 Σεπτεμβρίου 2018,"4,911,412.00€","111,699.50€","4,799,712.50€"
 Κυριακή 23 Σεπτεμβρίου 2018,"4,122,148.00€","385,013.50€","3,737,134.50€"
 Πέμπτη 20 Σεπτεμβρίου 2018,"3,993,592.00€","229,023.50€","3,764,568.50€"
 Κυριακή 16 Σεπτεμβρίου 2018,"3,180,967.00€","471,397.35€","2,709,569.65€"
 Πέμπτη 13 Σεπτεμβρίου 2018,"3,409,533.00€","322,967.64€","3,086,565.36€"
 Κυριακή 9 Σεπτεμβρίου 2018,"7,034,609.00€","6,229,703.28€","804,905.72€"
 Πέμπτη 6 Σεπτεμβρίου 2018,"6,422,319.00€","994,127.22€","5,428,191.78€"
 Κυριακή 2 Σεπτεμβρίου 2018,"5,495,121.00€","1,074,516.31€","4,420,604.69€"
 Πέμπτη 30 Αυγούστου 2018,"5,182,582.00€","124,916.50€","5,057,665.50€"
 Κυριακή 26 Αυγούστου 2018,"4,578,803.00€","460,563.00€","4,118,240.00€"
 Πέμπτη 23 Αυγούστου 2018,"4,132,098.00€","591,713.27€","3,540,384.73€"
 Κυριακή 19 Αυγούστου 2018,"3,522,463.00€","81,681.00€","3,440,782.00€"
 Πέμπτη 16 Αυγούστου 2018,"3,046,431.00€","274,495.50€","2,771,935.50€"
 Κυριακή 12 Αυγούστου 2018,"2,654,615.00€","2,020,376.80€","634,238.20€"
 Πέμπτη 9 Αυγούστου 2018,"11,291,742.00€","632,308.56€","10,659,433.44€"
 Κυριακή 5 Αυγούστου 2018,"9,323,235.00€","1,182,007.74€","8,141,227.26€"
 Πέμπτη 2 Αυγούστου 2018,"7,934,257.00€","2,068,063.94€","5,866,193.06€"
 Κυριακή 29 Ιουλίου 2018,"6,637,318.00€","132,284.00€","6,505,034.00€"
 Πέμπτη 26 Ιουλίου 2018,"5,095,461.00€","416,004.50€","4,679,456.50€"
 Κυριακή 22 Ιουλίου 2018,"4,585,370.00€","777,184.66€","3,808,185.34€"
 Πέμπτη 19 Ιουλίου 2018,"4,709,417.00€","123,713.50€","4,585,703.50€"
 Κυριακή 15 Ιουλίου 2018,"4,273,341.00€","301,548.00€","3,971,793.00€"
 Πέμπτη 12 Ιουλίου 2018,"4,041,949.00€","422,092.23€","3,619,856.77€"
 Κυριακή 8 Ιουλίου 2018,"3,619,297.00€","835,725.94€","2,783,571.06€"
 Πέμπτη 5 Ιουλίου 2018,"3,340,441.00€","427,384.44€","2,913,056.56€"
 Πέμπτη 28 Ιουνίου 2018,"3,043,333.00€","452,767.11€","2,590,565.89€"
 Κυριακή 24 Ιουνίου 2018,"2,768,149.00€","335,804.17€","2,432,344.83€"
 Πέμπτη 21 Ιουνίου 2018,"4,142,762.00€","3,073,030.21€","1,069,731.79€"
 Κυριακή 17 Ιουνίου 2018,"3,586,262.00€","84,500.50€","3,501,761.50€"
 Πέμπτη 14 Ιουνίου 2018,"3,607,475.00€","276,414.50€","3,331,060.50€"
 Κυριακή 10 Ιουνίου 2018,"3,093,780.00€","277,227.50€","2,816,552.50€"
 Πέμπτη 7 Ιουνίου 2018,"3,096,738.00€","474,490.41€","2,622,247.59€"
 Κυριακή 3 Ιουνίου 2018,"2,750,156.00€","402,257.24€","2,347,898.76€"
 Πέμπτη 31 Μαΐου 2018,"6,348,584.00€","5,544,172.09€","804,411.91€"
 Κυριακή 27 Μαΐου 2018,"5,181,353.00€","472,538.50€","4,708,814.50€"
 Πέμπτη 24 Μαΐου 2018,"4,908,469.00€","553,798.98€","4,354,670.02€"
 Κυριακή 20 Μαΐου 2018,"4,113,370.00€","688,358.27€","3,425,011.73€"
 Πέμπτη 17 Μαΐου 2018,"4,293,629.00€","556,996.31€","3,736,632.69€"
 Πέμπτη 10 Μαΐου 2018,"3,621,539.00€","569,357.72€","3,052,181.28€"
 Κυριακή 6 Μαΐου 2018,"2,913,421.00€","75,594.00€","2,837,827.00€"
 Πέμπτη 3 Μαΐου 2018,"3,023,838.00€","291,577.50€","2,732,260.50€"
 Κυριακή 29 Απρίλη 2018,"2,762,701.00€","455,285.89€","2,307,415.11€"
 Πέμπτη 26 Απρίλη 2018,"6,961,142.00€","442,817.58€","6,518,324.42€"
 Κυριακή 22 Απρίλη 2018,"6,022,991.00€","655,700.58€","5,367,290.42€"
 Πέμπτη 19 Απρίλη 2018,"5,825,475.00€","152,788.00€","5,672,687.00€"
 Κυριακή 15 Απρίλη 2018,"4,684,423.00€","330,977.50€","4,353,445.50€"
 Πέμπτη 12 Απρίλη 2018,"4,568,255.00€","519,881.91€","4,048,373.09€"
 Σάββατο 7 Απρίλη 2018,"3,819,001.00€","100,080.00€","3,718,921.00€"
 Τετάρτη 4 Απρίλη 2018,"2,796,358.00€","182,210.00€","2,614,148.00€"
 Κυριακή 1 Απρίλη 2018,"2,435,546.00€","238,501.48€","2,197,044.52€"
 Πέμπτη 29 Μαρτίου 2018,"3,440,986.00€","560,250.66€","2,880,735.34€"
 Σάββατο 24 Μαρτίου 2018,"2,902,008.00€","84,080.00€","2,817,928.00€"
 Πέμπτη 22 Μαρτίου 2018,"1,619,477.00€","176,859.50€","1,442,617.50€"
 Κυριακή 18 Μαρτίου 2018,"3,863,406.00€","53,758.50€","3,809,647.50€"
 Πέμπτη 15 Μαρτίου 2018,"3,920,981.00€","390,463.50€","3,530,517.50€"
 Κυριακή 11 Μαρτίου 2018,"3,220,917.00€","576,766.75€","2,644,150.25€"
 Πέμπτη 8 Μαρτίου 2018,"3,197,826.00€","299,248.10€","2,898,577.90€"
 Κυριακή 4 Μαρτίου 2018,"2,800,021.00€","490,353.90€","2,309,667.10€"
 Πέμπτη 1 Μαρτίου 2018,"3,486,226.00€","1,091,430.17€","2,394,795.83€"
 Κυριακή 25 Φεβρουάριου 2018,"3,071,130.00€","344,475.75€","2,726,654.25€"
 Πέμπτη 22 Φεβρουάριου 2018,"3,921,412.00€","182,854.37€","3,738,557.63€"
 Κυριακή 18 Φεβρουάριου 2018,"2,955,954.00€","685,478.27€","2,270,475.73€"
 Πέμπτη 15 Φεβρουάριου 2018,"3,167,908.00€","350,643.40€","2,817,264.60€"
 Κυριακή 11 Φεβρουάριου 2018,"7,404,229.00€","316,581.03€","7,087,647.97€"
 Πέμπτη 8 Φεβρουάριου 2018,"7,177,411.00€","736,858.35€","6,440,552.65€"
 Κυριακή 4 Φεβρουάριου 2018,"5,530,842.00€","823,638.49€","4,707,203.51€"
 Πέμπτη 1 Φεβρουάριου 2018,"5,948,701.00€","777,971.39€","5,170,729.61€"
 Κυριακή 28 Ιανουαρίου 2018,"4,757,589.00€","212,967.50€","4,544,621.50€"
 Πέμπτη 25 Ιανουαρίου 2018,"4,384,555.00€","323,757.00€","4,060,798.00€"
 Κυριακή 21 Ιανουαρίου 2018,"3,467,784.00€","128,141.00€","3,339,643.00€"
 Πέμπτη 18 Ιανουαρίου 2018,"3,467,744.00€","291,509.00€","3,176,235.00€"
 Κυριακή 14 Ιανουαρίου 2018,"3,020,457.00€","252,636.30€","2,767,820.70€"
 Κυριακή 7 Ιανουαρίου 2018,"6,680,073.00€","541,411.91€","6,138,661.09€"
 Πέμπτη 4 Ιανουαρίου 2018,"5,001,582.00€","708,183.45€","4,293,398.55€"
 Κυριακή 31 Δεκέμβρη 2017,"5,001,582.00€","734,681.45€","4,266,900.55€"
 Πέμπτη 28 Δεκέμβρη 2017,"6,401,082.00€","230,241.00€","6,170,841.00€"
 Κυριακή 24 Δεκέμβρη 2017,"4,009,216.00€","323,770.00€","3,685,446.00€"
 Πέμπτη 21 Δεκέμβρη 2017,"3,621,525.00€","404,143.50€","3,217,381.50€"
 Κυριακή 17 Δεκέμβρη 2017,"2,922,887.00€","284,794.70€","2,638,092.30€"
 Πέμπτη 14 Δεκέμβρη 2017,"3,266,184.00€","1,945,706.60€","1,320,477.40€"
 Κυριακή 10 Δεκέμβρη 2017,"2,945,116.00€","1,725,141.27€","1,219,974.73€"
 Πέμπτη 7 Δεκέμβρη 2017,"4,930,729.00€","79,093.50€","4,851,635.50€"
 Κυριακή 3 Δεκέμβρη 2017,"4,053,599.00€","376,307.00€","3,677,292.00€"
 Πέμπτη 30 Νοεμβρίου 2017,"4,200,266.00€","441,208.66€","3,759,057.34€"
 Κυριακή 26 Νοεμβρίου 2017,"3,403,642.00€","112,067.00€","3,291,575.00€"
 Πέμπτη 23 Νοεμβρίου 2017,"3,171,059.00€","193,615.00€","2,977,444.00€"
 Κυριακή 19 Νοεμβρίου 2017,"2,764,015.00€","391,264.69€","2,372,750.31€"
 Πέμπτη 16 Νοεμβρίου 2017,"6,096,081.00€","209,738.35€","5,886,342.65€"
 Κυριακή 12 Νοεμβρίου 2017,"4,949,283.00€","522,146.34€","4,427,136.66€"
 Πέμπτη 9 Νοεμβρίου 2017,"5,019,940.00€","525,355.38€","4,494,584.62€"
 Κυριακή 5 Νοεμβρίου 2017,"4,126,620.00€","353,769.32€","3,772,850.68€"
 Πέμπτη 2 Νοεμβρίου 2017,"4,039,342.00€","605,682.60€","3,433,659.40€"
 Κυριακή 29 Οκτωβρίου 2017,"3,334,638.00€","401,754.00€","2,932,884.00€"
 Πέμπτη 26 Οκτωβρίου 2017,"3,084,775.00€","87,059.00€","2,997,716.00€"
 Κυριακή 22 Οκτωβρίου 2017,"2,680,955.00€","268,181.50€","2,412,773.50€"
 Πέμπτη 19 Οκτωβρίου 2017,"3,241,196.00€","577,771.01€","2,663,424.99€"
 Κυριακή 15 Οκτωβρίου 2017,"3,241,196.00€","106,758.00€","3,134,438.00€"
 Πέμπτη 12 Οκτωβρίου 2017,"3,275,350.00€","270,106.50€","3,005,243.50€"
 Κυριακή 8 Οκτωβρίου 2017,"2,793,041.00€","422,725.92€","2,370,315.08€"
 Πέμπτη 5 Οκτωβρίου 2017,"3,307,423.00€","1,125,022.94€","2,182,400.06€"
 Κυριακή 1 Οκτωβρίου 2017,"2,895,875.00€","190,082.85€","2,705,792.15€"
 Πέμπτη 28 Σεπτεμβρίου 2017,"3,434,137.00€","155,475.88€","3,278,661.12€"
 Κυριακή 24 Σεπτεμβρίου 2017,"2,979,676.00€","299,956.48€","2,679,719.52€"
 Πέμπτη 21 Σεπτεμβρίου 2017,"4,226,393.00€","56,786.00€","4,169,607.00€"
 Κυριακή 17 Σεπτεμβρίου 2017,"3,497,236.00€","300,040.00€","3,197,196.00€"
 Πέμπτη 14 Σεπτεμβρίου 2017,"3,263,482.00€","327,807.51€","2,935,674.49€"
 Κυριακή 10 Σεπτεμβρίου 2017,"2,961,883.00€","383,640.70€","2,578,242.30€"
 Πέμπτη 7 Σεπτεμβρίου 2017,"7,893,686.00€","479,608.25€","7,414,077.75€"
 Κυριακή 3 Σεπτεμβρίου 2017,"6,804,792.00€","643,044.78€","6,161,747.22€"
 Πέμπτη 31 Αυγούστου 2017,"6,195,628.00€","530,016.85€","5,665,611.15€"
 Κυριακή 27 Αυγούστου 2017,"5,316,305.00€","574,605.35€","4,741,699.65€"
 Πέμπτη 24 Αυγούστου 2017,"4,862,287.00€","596,641.14€","4,265,645.86€"
 Κυριακή 20 Αυγούστου 2017,"4,233,924.00€","455,079.54€","3,778,844.46€"
 Πέμπτη 17 Αυγούστου 2017,"3,724,021.00€","86,689.00€","3,637,332.00€"
 Κυριακή 13 Αυγούστου 2017,"3,175,173.00€","228,021.50€","2,947,151.50€"
 Πέμπτη 10 Αυγούστου 2017,"3,184,446.00€","315,829.57€","2,868,616.43€"
 Κυριακή 6 Αυγούστου 2017,"2,796,523.00€","214,640.53€","2,581,882.47€"
 Πέμπτη 3 Αυγούστου 2017,"2,836,681.00€","273,411.48€","2,563,269.52€"
 Κυριακή 30 Ιουλίου 2017,"3,072,484.00€","221,449.72€","2,851,034.28€"
 Πέμπτη 27 Ιουλίου 2017,"3,071,960.00€","377,230.28€","2,694,729.72€"
 Κυριακή 23 Ιουλίου 2017,"6,752,700.00€","216,946.60€","6,535,753.40€"
 Πέμπτη 20 Ιουλίου 2017,"5,910,546.00€","670,095.25€","5,240,450.75€"
 Κυριακή 16 Ιουλίου 2017,"5,301,044.00€","588,438.60€","4,712,605.40€"
 Πέμπτη 13 Ιουλίου 2017,"4,911,574.00€","340,952.49€","4,570,621.51€"
 Κυριακή 9 Ιουλίου 2017,"4,333,285.00€","508,327.94€","3,824,957.06€"
 Πέμπτη 6 Ιουλίου 2017,"4,000,479.00€","310,466.00€","3,690,013.00€"
 Κυριακή 2 Ιουλίου 2017,"3,546,852.00€","95,222.00€","3,451,630.00€"
 Πέμπτη 29 Ιουνίου 2017,"2,904,906.00€","228,087.00€","2,676,819.00€"
 Κυριακή 25 Ιουνίου 2017,"2,750,186.00€","475,089.76€","2,275,096.24€"
 Πέμπτη 22 Ιουνίου 2017,"6,544,027.00€","323,819.76€","6,220,207.24€"
 Κυριακή 18 Ιουνίου 2017,"6,000,806.00€","880,599.62€","5,120,206.38€"
 Πέμπτη 15 Ιουνίου 2017,"6,054,188.00€","627,446.64€","5,426,741.36€"
 Κυριακή 11 Ιουνίου 2017,"4,970,189.00€","527,744.06€","4,442,444.94€"
 Πέμπτη 8 Ιουνίου 2017,"4,813,451.00€","442,661.40€","4,370,789.60€"
 Κυριακή 4 Ιουνίου 2017,"4,112,211.00€","830,553.24€","3,281,657.76€"
 Πέμπτη 1 Ιουνίου 2017,"3,799,575.00€","349,807.82€","3,449,767.18€"
 Κυριακή 28 Μαΐου 2017,"3,459,910.00€","89,239.50€","3,370,670.50€"
 Πέμπτη 25 Μαΐου 2017,"3,153,631.00€","258,437.00€","2,895,194.00€"
 Κυριακή 21 Μαΐου 2017,"2,754,379.00€","249,529.80€","2,504,849.20€"
 Κυριακή 14 Μαΐου 2017,"3,349,814.00€","365,911.00€","2,983,903.00€"
 Πέμπτη 11 Μαΐου 2017,"3,177,818.00€","299,315.50€","2,878,502.50€"
 Κυριακή 7 Μαΐου 2017,"2,909,613.00€","388,678.55€","2,520,934.45€"
 Πέμπτη 4 Μαΐου 2017,"3,230,984.00€","122,185.98€","3,108,798.02€"
 Κυριακή 30 Απρίλη 2017,"2,923,167.00€","313,735.96€","2,609,431.04€"
 Πέμπτη 27 Απρίλη 2017,"3,278,849.00€","2,200,744.01€","1,078,104.99€"
 Κυριακή 23 Απρίλη 2017,"4,309,978.00€","446,426.49€","3,863,551.51€"
 Πέμπτη 20 Απρίλη 2017,"4,244,995.00€","102,652.00€","4,142,343.00€"
 Σάββατο 15 Απρίλη 2017,"3,479,732.00€","296,264.50€","3,183,467.50€"
 Τετάρτη 12 Απρίλη 2017,"2,777,295.00€","271,775.00€","2,505,520.00€"
 Κυριακή 9 Απρίλη 2017,"1,960,221.00€","454,824.23€","1,505,396.77€"
 Πέμπτη 6 Απρίλη 2017,"5,107,921.00€","53,425.50€","5,054,495.50€"
 Κυριακή 2 Απρίλη 2017,"4,379,831.00€","305,863.50€","4,073,967.50€"
 Πέμπτη 30 Μαρτίου 2017,"4,356,305.00€","581,836.08€","3,774,468.92€"
 Κυριακή 26 Μαρτίου 2017,"3,356,149.00€","380,639.79€","2,975,509.21€"
 Πέμπτη 23 Μαρτίου 2017,"3,160,354.00€","317,133.61€","2,843,220.39€"
 Κυριακή 19 Μαρτίου 2017,"3,271,848.00€","4,758,645.82€","-1,486,797.82€"
 Πέμπτη 16 Μαρτίου 2017,"6,011,833.00€","4,116,664.77€","1,895,168.23€"
 Κυριακή 12 Μαρτίου 2017,"5,198,670.00€","490,693.00€","4,707,977.00€"
